Timestamp,Joe Biden (D),Lincoln Chafee (D),Hillary Clinton (D),Martin O'Malley (D),Bernie Sanders (D),Jim Webb (D),Jeb Bush (R),Ben Carson (R),Chris Christie (R),Ted Cruz (R),Carly Fiorina (R),Lindsey Graham (R),Mike Huckabee (R),Bobby Jindal (R),George Pataki (R),Rand Paul (R),Rick Perry (R),Marco Rubio (R),Rick Santorum (R),Donald Trump (R),Scott Walker (R)
Fri Nov 13 23:08:09 CST 2015,855800,12132,1750854,93257,1929025,43468,295211,4759194,133879,1562722,517681,141984,1855727,285307,19534,2072784,1205353,1108014,268336,4218385,292921,151300,
Sun Nov 15 23:08:11 CST 2015,855847,12154,1770562,96126,1940438,43540,296065,4768027,134259,1572762,521101,142143,1856644,287252,19553,2073347,1205271,1114819,268766,4256173,292915,151466,
Mon Nov 16 23:08:10 CST 2015,855838,12165,1777339,96603,1944898,43616,296621,4788452,134722,1578206,522720,142233,1857404,290496,19564,2073735,1205270,1118808,268766,4274712,293024,151825,
Tue Nov 17 23:08:12 CST 2015,855859,12168,1784228,96859,1949237,43649,297058,4799300,135033,1583200,523440,142273,1858027,291466,19571,2073858,1205274,1123112,268766,4336152,293042,151946,
Wed Nov 18 23:08:10 CST 2015,855889,12168,1789410,97192,1954826,43672,297387,4804814,135393,1590576,524216,142331,1858172,292046,19565,2074014,1205215,1126489,268731,4364291,293050,151976,
Thu Nov 19 23:08:09 CST 2015,855914,12174,1794474,97658,1968561,43686,297619,4817055,135622,1597647,524721,142351,1858245,292239,19579,2074037,1205182,1129490,268717,4395573,293049,152085,
Fri Nov 20 23:08:08 CST 2015,856614,12180,1801251,97935,1975279,43709,297926,4832574,135758,1601524,525001,142366,1858302,292371,19586,2074193,1205137,1131238,268674,4410844,293042,152168,
Sat Nov 21 23:08:09 CST 2015,856949,12178,1807772,98128,1980729,43731,298130,4847117,135878,1604408,525240,142384,1858430,292463,19599,2074277,1205099,1132488,268689,4420990,293020,152263,
Sun Nov 22 23:08:08 CST 2015,857018,12183,1812822,98231,1985918,43729,298296,4860052,136013,1607307,525438,142412,1858466,292533,19601,2074309,1205045,1133935,268700,4432636,293031,152310,
Mon Nov 23 23:08:08 CST 2015,857035,12184,1817171,98299,1990599,43732,298445,4869525,136138,1609992,525766,142431,1858529,292586,19606,2074344,1204999,1135466,268699,4442395,293027,152344,
Tue Nov 24 23:08:09 CST 2015,857058,12191,1821735,98362,1999442,43738,298786,4878052,136274,1613013,526450,142432,1858514,292633,19608,2074562,1204921,1136967,268708,4452792,293019,152337,
Wed Nov 25 23:08:08 CST 2015,857087,12196,1825862,98441,2008167,43757,299034,4884999,136386,1615764,526899,142449,1858432,292645,19611,2074695,1204892,1138371,268719,4460460,293031,152487,
Thu Nov 26 23:08:09 CST 2015,857147,12197,1833394,98478,2009738,43791,299223,4892533,136499,1619482,527245,142466,1858376,292634,19614,2074749,1204849,1140983,268717,4467631,293055,152571,
